frame,ms,input,p0,p1,p2,p3,engine_value,engine_gate,lap,speed
6086,101281,0140,05,0E,03,04,0B9C,A764,0,6562
6087,101298,0140,05,03,9C,0F,0B9C,A764,0,6562
6088,101315,0140,05,0E,03,04,0B9C,A764,0,6562
6089,101331,0140,05,03,A4,0F,0BA4,A763,0,6578
6090,101348,0140,05,0E,00,04,0BA4,A763,0,6578
6091,101364,0140,05,03,A4,0F,0BA4,A763,0,6578
6092,101381,0140,05,0E,03,04,0BAA,A762,0,6594
6093,101398,0140,05,03,AA,0F,0BAA,A762,0,6594
6094,101414,0140,05,0E,03,04,0BAA,A762,0,6594
6095,101431,0140,05,03,B2,0F,0BB2,A761,0,6610
6096,101448,0140,05,0E,00,04,0BB2,A761,0,6610
6097,101464,0140,05,03,B2,0F,0BB2,A761,0,6610
6098,101481,0140,05,0E,03,04,0BBA,A760,0,6626
6099,101498,0140,05,03,BA,0F,0BBA,A760,0,6626
6100,101514,0140,05,0E,03,04,0BBA,A760,0,6626
6101,101531,0140,05,03,C0,0F,0BC0,A75F,0,6641
6102,101548,0140,05,0E,00,04,0BC0,A75F,0,6641
6103,101564,0140,05,03,C0,0F,0BC0,A75F,0,6641
6104,101581,0140,05,0E,03,04,0BC8,A75E,0,6656
6105,101597,0140,05,03,C8,0F,0BC8,A75E,0,6656
6106,101614,0140,05,0E,03,04,0BC8,A75E,0,6656
6107,101631,0140,05,03,CE,0F,0BCE,A75D,0,6515
6108,101647,0140,05,0E,00,04,0BCE,A75D,0,6515
6109,101664,0140,05,0E,00,04,0BCE,A75D,0,6515
6110,101681,0140,05,03,8E,0F,0B8E,A75C,0,6379
6111,101697,0140,05,0E,03,04,0B8E,A75C,0,6379
6112,101714,0140,05,03,8E,0F,0B8E,A75C,0,6379
6113,101731,0140,05,0E,00,04,0B52,A75B,0,6248
6114,101747,0140,05,03,52,0F,0B52,A75B,0,6248
6115,101764,0140,05,0E,00,04,0B52,A75B,0,6248
6116,101780,0140,05,03,18,0F,0B18,A75A,0,6122
6117,101797,0140,05,0E,00,04,0B18,A75A,0,6122
6118,101814,0140,05,03,18,0F,0B18,A75A,0,6122
6119,101830,0140,05,0E,03,04,0ADE,A759,0,6000
6120,101847,0140,05,03,DE,0E,0ADE,A759,0,6000
6121,101864,0140,05,0E,03,04,0ADE,A759,0,6000
6122,101880,0140,05,03,A8,0E,0AA8,A758,0,5882
6123,101897,0140,05,0E,00,04,0AA8,A758,0,5882
6124,101914,0140,05,03,A8,0E,0AA8,A758,0,5882
6125,101930,0140,05,0E,03,04,0A74,A757,0,5768
6126,101947,0140,05,03,74,0E,0A74,A757,0,5768
6127,101964,0140,05,0E,03,04,0A74,A757,0,5768
6128,101980,0140,05,03,40,0E,0A40,A756,0,5659
6129,101997,0140,05,0E,03,04,0A40,A756,0,5659
6130,102013,0140,05,03,40,0E,0A40,A756,0,5659
6131,102030,0140,05,0E,00,04,0A10,A755,0,5553
6132,102047,0140,05,03,10,0E,0A10,A755,0,5553
6133,102063,0140,05,0E,00,04,0A10,A755,0,5553
6134,102080,0140,05,03,E0,0D,09E0,A754,0,5451
6135,102097,0140,05,0E,00,04,09E0,A754,0,5451
6136,102113,0140,05,03,E0,0D,09E0,A754,0,5451
6137,102130,0140,05,0E,00,04,09B2,A753,0,5353
6138,102147,0140,05,03,B2,0D,09B2,A753,0,5353
6139,102163,0140,05,0E,00,04,09B2,A753,0,5353
6140,102180,0140,05,03,86,0D,0986,A752,0,5257
6141,102196,0140,05,0E,03,04,0986,A752,0,5257
6142,102213,0140,05,03,86,0D,0986,A752,0,5257
6143,102230,0140,05,0E,03,04,095C,A751,0,5166
6144,102246,0140,05,03,5C,0D,095C,A751,0,5166
6145,102263,0140,05,0E,03,04,095C,A751,0,5166
6146,102280,0140,05,03,32,0D,0932,A750,0,5078
6147,102296,0140,05,0E,03,04,0932,A750,0,5078
6148,102313,0140,05,0A,03,04,0932,A750,0,5078
6149,102330,0140,05,0E,03,04,090C,A74F,0,4993
6150,102346,0140,05,03,0C,0D,090C,A74F,0,4993
6151,102363,0140,05,0E,03,04,090C,A74F,0,4993
6152,102379,0140,05,03,E6,0C,08E6,A74E,0,4911
6153,102396,0140,05,0E,03,04,08E6,A74E,0,4911
6154,102413,0140,05,03,E6,0C,08E6,A74E,0,4911
6155,102429,0140,05,0E,03,04,08C0,A74D,0,4832
6156,102446,0140,05,0A,03,04,08C0,A74D,0,4832
6157,102463,0140,05,0E,03,04,08C0,A74D,0,4832
6158,102479,0140,05,03,9E,0C,089E,A74C,0,4755
6159,102496,0140,05,0E,03,04,089E,A74C,0,4755
6160,102513,0040,05,03,9E,0C,089E,A74C,0,4755
6161,102529,0040,05,0E,00,04,087A,A74B,0,4681
6162,102546,0040,05,03,7A,0C,087A,A74B,0,4681
6163,102563,0040,05,0E,00,04,087A,A74B,0,4681
6164,102579,0040,05,03,5A,0C,085A,A74A,0,4610
6165,102596,0040,05,0E,00,04,085A,A74A,0,4610
6166,102612,0040,05,03,5A,0C,085A,A74A,0,4610
6167,102629,0040,05,0E,00,04,083A,A749,0,4541
6168,102646,0040,05,03,3A,0C,083A,A749,0,4541
6169,102662,0040,05,0E,00,04,083A,A749,0,4541
6170,102679,0040,05,03,1A,0C,081A,A748,0,4474
6171,102696,0040,05,0E,03,04,081A,A748,0,4474
6172,102712,0040,05,03,1A,0C,081A,A748,0,4474
6173,102729,0040,05,0E,03,04,07FC,A747,0,4410
6174,102746,0040,05,03,FC,0B,07FC,A747,0,4410
6175,102762,0040,05,0E,03,04,07FC,A747,0,4410
6176,102779,0040,05,03,E0,0B,07E0,A746,0,4348
6177,102795,0040,05,0E,03,04,07E0,A746,0,4348
6178,102812,0040,05,03,E0,0B,07E0,A746,0,4348
6179,102829,0040,05,0E,03,04,07C4,A745,0,4288
6180,102845,0040,05,03,C4,0B,07C4,A745,0,4288
6181,102862,0040,05,0E,03,04,07C4,A745,0,4288
6182,102879,0040,05,03,AA,0B,07AA,A744,0,4230
6183,102895,0040,05,0E,03,04,07AA,A744,0,4230
6184,102912,0040,05,0E,03,04,07AA,A744,0,4230
6185,102929,0040,05,03,90,0B,0790,A743,0,4174
6186,102945,0040,05,0E,03,04,0790,A743,0,4174
6187,102962,0040,05,03,90,0B,0790,A743,0,4174
6188,102978,0040,05,0E,03,04,0776,A742,0,4121
6189,102995,0040,05,03,76,0B,0776,A742,0,4121
6190,103012,0040,05,0E,03,04,0776,A742,0,4121
6191,103028,0040,05,03,60,0B,0760,A741,0,4070
6192,103045,0040,05,0E,00,04,0760,A741,0,4070
6193,103062,0040,05,03,60,0B,0760,A741,0,4070
6194,103078,0040,05,0E,03,04,0748,A740,0,4021
6195,103095,0040,05,03,48,0B,0748,A740,0,4021
6196,103112,0040,05,0E,03,04,0748,A740,0,4021
6197,103128,0040,05,03,32,0B,0732,A73F,0,3973
6198,103145,0040,05,0E,00,04,0732,A73F,0,3973
6199,103162,0040,05,03,32,0B,0732,A73F,0,3973
6200,103178,0040,05,0E,03,04,071E,A73E,0,3927
6201,103195,0040,05,03,1E,0B,071E,A73E,0,3927
6202,103211,0040,05,0E,03,04,071E,A73E,0,3927
6203,103228,0040,05,03,08,0B,0708,A73D,0,3883
6204,103245,0040,05,0E,00,04,0708,A73D,0,3883
6205,103261,0040,05,03,08,0B,0708,A73D,0,3883
6206,103278,0040,05,0E,03,04,06F4,A73C,0,3840
6207,103295,0040,05,0E,03,04,06F4,A73C,0,3840
6208,103311,0040,05,03,F4,0A,06F4,A73C,0,3840
6209,103328,0040,05,0E,00,04,06E2,A73B,0,3798
6210,103345,0040,05,03,E2,0A,06E2,A73B,0,3798
6211,103361,0040,05,0E,00,04,06E2,A73B,0,3798
6212,103378,0040,05,03,CE,0A,06CE,A73A,0,3758
6213,103394,0040,05,0E,00,04,06CE,A73A,0,3758
6214,103411,0040,05,03,CE,0A,06CE,A73A,0,3758
6215,103428,0040,05,0E,03,04,06BC,A739,0,3719
6216,103444,0040,05,03,BC,0A,06BC,A739,0,3719
6217,103461,0040,05,0E,03,04,06BC,A739,0,3719
6218,103478,0040,05,03,AC,0A,06AC,A738,0,3682
6219,103494,0040,05,0E,00,04,06AC,A738,0,3682
6220,103511,0040,05,03,AC,0A,06AC,A738,0,3682
6221,103528,0040,05,0E,00,04,069A,A737,0,3647
6222,103544,0040,05,03,9A,0A,069A,A737,0,3647
6223,103561,0040,05,0E,00,04,069A,A737,0,3647
6224,103578,0040,05,03,8C,0A,068C,A736,0,3613
6225,103594,0040,05,0E,03,04,068C,A736,0,3613
6226,103611,0040,05,03,8C,0A,068C,A736,0,3613
6227,103627,0040,05,0E,00,04,067C,A735,0,3581
6228,103644,0040,05,03,7C,0A,067C,A735,0,3581
6229,103661,0040,05,0E,00,04,067C,A735,0,3581
6230,103677,0040,05,0E,00,04,066E,A734,0,3548
6231,103694,0040,05,03,6E,0A,066E,A734,0,3548
6232,103711,0040,05,0E,00,04,066E,A734,0,3548
6233,103727,0040,05,03,5E,0A,065E,A733,0,3517
6234,103744,0040,05,0E,03,04,065E,A733,0,3517
6235,103761,0040,05,03,5E,0A,065E,A733,0,3517
6236,103777,0040,05,0E,00,04,0650,A732,0,3487
6237,103794,0040,05,03,50,0A,0650,A732,0,3487
6238,103810,0040,05,0E,00,04,0650,A732,0,3487
6239,103827,0040,05,03,44,0A,0644,A731,0,3459
6240,103844,0040,05,0E,03,04,0644,A731,0,3459
6241,103860,0040,05,03,44,0A,0644,A731,0,3459
6242,103877,0040,05,0E,03,04,0636,A730,0,3431
6243,103894,0040,05,03,36,0A,0636,A730,0,3431
6244,103910,0040,05,0E,03,04,0636,A730,0,3431
6245,103927,0040,05,03,2A,0A,062A,A72F,0,3405
6246,103944,0040,05,0E,00,04,062A,A72F,0,3405
6247,103960,0040,05,03,2A,0A,062A,A72F,0,3405
6248,103977,0040,05,0E,03,04,061E,A72E,0,3379
6249,103993,0040,05,03,1E,0A,061E,A72E,0,3379
6250,104010,0040,05,0E,03,04,061E,A72E,0,3379
6251,104027,0040,05,03,14,0A,0614,A72D,0,3354
6252,104043,0040,05,0E,03,04,0614,A72D,0,3354
6253,104060,0040,05,03,14,0A,0614,A72D,0,3354
6254,104077,0040,05,0E,00,04,0608,A72C,0,3330
6255,104093,0040,05,03,08,0A,0608,A72C,0,3330
6256,104110,0040,05,0E,00,04,0608,A72C,0,3330
6257,104127,0040,05,03,FC,09,05FC,A72B,0,3306
6258,104143,0040,05,0E,03,04,05FC,A72B,0,3306
6259,104160,0040,05,03,FC,09,05FC,A72B,0,3306
6260,104177,0040,05,0E,00,04,05F2,A72A,0,3284
6261,104193,0040,05,03,F2,09,05F2,A72A,0,3284
6262,104210,0040,05,0E,00,04,05F2,A72A,0,3284
6263,104226,0040,05,03,E8,09,05E8,A729,0,3262
6264,104243,0040,05,0E,00,04,05E8,A729,0,3262
6265,104260,0040,05,03,E8,09,05E8,A729,0,3262
6266,104276,0040,05,0E,03,04,05DE,A728,0,3241
6267,104293,0040,05,03,DE,09,05DE,A728,0,3241
6268,104310,0040,05,0E,03,04,05DE,A728,0,3241
6269,104326,0040,05,03,D6,09,05D6,A727,0,3221
6270,104343,0040,05,0E,00,04,05D6,A727,0,3221
6271,104360,0040,05,03,D6,09,05D6,A727,0,3221
6272,104376,0040,05,0E,00,04,05CC,A726,0,3202
6273,104393,0040,05,03,CC,09,05CC,A726,0,3202
6274,104409,0040,05,0E,00,04,05CC,A726,0,3202
6275,104426,0040,05,03,C4,09,05C4,A725,0,3183
6276,104443,0040,05,0E,03,04,05C4,A725,0,3183
6277,104459,0040,05,03,C4,09,05C4,A725,0,3183
6278,104476,0040,05,0E,00,04,05BC,A724,0,3165
6279,104493,0040,05,03,BC,09,05BC,A724,0,3165
6280,104509,0040,05,0E,00,04,05BC,A724,0,3165
6281,104526,0040,05,03,B4,09,05B4,A723,0,3148
6282,104543,0040,05,0E,00,04,05B4,A723,0,3148
6283,104559,0040,05,03,B4,09,05B4,A723,0,3148
6284,104576,0040,05,0E,03,04,05AC,A722,0,3131
6285,104593,0040,05,03,AC,09,05AC,A722,0,3131
6286,104609,0040,05,0E,03,04,05AC,A722,0,3131
6287,104626,0040,05,03,A4,09,05A4,A721,0,3115
6288,104642,0040,05,0E,03,04,05A4,A721,0,3115
6289,104659,0040,05,03,A4,09,05A4,A721,0,3115
6290,104676,0040,05,0E,03,04,059E,A720,0,3100
6291,104692,0040,05,03,9E,09,059E,A720,0,3100
6292,104709,0040,05,0E,03,04,059E,A720,0,3100
6293,104726,0040,05,03,96,09,0596,A71F,0,3084
6294,104742,0040,05,0E,03,04,0596,A71F,0,3084
6295,104759,0040,05,03,96,09,0596,A71F,0,3084
6296,104776,0040,05,0E,03,04,058E,A71E,0,3069
6297,104792,0040,05,03,8E,09,058E,A71E,0,3069
6298,104809,0040,05,0E,03,04,058E,A71E,0,3069
6299,104825,0040,05,03,88,09,0588,A71D,0,3054
6300,104842,0040,05,0E,03,04,0588,A71D,0,3054
6301,104859,0040,05,03,88,09,0588,A71D,0,3054
6302,104875,0040,05,0E,00,04,0582,A71C,0,3040
6303,104892,0040,05,03,82,09,0582,A71C,0,3040
6304,104909,0040,05,0E,00,04,0582,A71C,0,3040
6305,104925,0040,05,0E,00,04,057C,A71B,0,3027
6306,104942,0040,05,03,7C,09,057C,A71B,0,3027
6307,104959,0040,05,0E,00,04,057C,A71B,0,3027
6308,104975,0040,05,03,76,09,0576,A71A,0,3014
6309,104992,0040,05,0E,00,04,0576,A71A,0,3014
